,시도,시군구,행정구역명,행정동(행정기관명),법정동,행정구역코드,행정기관코드,행정기관5자리,행정기관 생성일,법정동코드,법정동 관할지역,행정동 영문명칭,비고
0,서울특별시,서울특별시,서울특별시,서울특별시,서울특별시,11.0,1100000000,11000,19880423,1100000000,,Seoul,
90,서울특별시,종로구,창신1동,창신제1동,창신동,1101067.0,1111067000,11110,19880423,1111017400,분할연계,Changsin 1(il)-dong,
91,서울특별시,종로구,창신2동,창신제2동,창신동,1101068.0,1111068000,11110,19880423,1111017400,분할연계,Changsin 2(i)-dong,
92,서울특별시,종로구,창신3동,창신제3동,창신동,1101069.0,1111069000,11110,19880423,1111017400,분할연계,Changsin 3(sam)-dong,
93,서울특별시,종로구,숭인1동,숭인제1동,숭인동,1101070.0,1111070000,11110,19880423,1111017500,분할연계,Sungin 1(il)-dong,
94,서울특별시,종로구,숭인2동,숭인제2동,숭인동,1101071.0,1111071000,11110,19880423,1111017500,분할연계,Sungin 2(i)-dong,
183,서울특별시,중구,황학동,황학동,황학동,1102067.0,1114067000,11140,19880423,1114016500,,Hwanghak-dong,
184,서울특별시,중구,중림동,중림동,중림동,1102068.0,1114068000,11140,19880423,1114017100,,Jungnim-dong,
185,서울특별시,중구,중림동,중림동,의주로2가,1102068.0,1114068000,11140,19880423,1114017200,,Jungnim-dong,
186,서울특별시,중구,중림동,중림동,만리동1가,1102068.0,1114068000,11140,19880423,1114017300,,Jungnim-dong,
187,서울특별시,중구,중림동,중림동,만리동2가,1102068.0,1114068000,11140,19880423,1114017400,,Jungnim-dong,
222,서울특별시,용산구,서빙고동,서빙고동,동빙고동,1103069.0,1117069000,11170,19880423,1117013200,,Seobinggo-dong,
223,서울특별시,용산구,서빙고동,서빙고동,서빙고동,1103069.0,1117069000,11170,19880423,1117013300,,Seobinggo-dong,
224,서울특별시,용산구,서빙고동,서빙고동,주성동,1103069.0,1117069000,11170,19880423,1117013400,,Seobinggo-dong,
225,서울특별시,용산구,서빙고동,서빙고동,용산동6가,1103069.0,1117069000,11170,19880423,1117013500,,Seobinggo-dong,
226,서울특별시,용산구,보광동,보광동,보광동,1103070.0,1117070000,11170,19880423,1117013600,,Bogwang-dong,
246,서울특별시,성동구,성수2가1동,성수2가제1동,성수동2가,1104067.0,1120067000,11200,19880423,1120011500,분할연계,Seongsu 2(i)-ga1(il)-dong,
247,서울특별시,성동구,성수2가3동,성수2가제3동,성수동2가,1104068.0,1120069000,11200,19880423,1120011500,분할연계,Seongsu 2(i)-ga 3(sam)-dong,
248,서울특별시,성동구,송정동,송정동,송정동,1104069.0,1120072000,11200,19880423,1120011800,분할연계,Songjeong-dong,
249,서울특별시,성동구,용답동,용답동,송정동,1104070.0,1120079000,11200,19880423,1120011800,분할연계,Yongdap-dong,
250,서울특별시,성동구,용답동,용답동,용답동,1104070.0,1120079000,11200,19880423,1120012200,,Yongdap-dong,
262,서울특별시,광진구,자양3동,자양제3동,자양동,1105066.0,1121584000,11215,19950301,1121510500,분할연계,Jayang 3(sam)-dong,
263,서울특별시,광진구,자양4동,자양제4동,자양동,1105067.0,1121584700,11215,20080101,1121510500,분할연계,Jayang 4(sa)-dong,
264,서울특별시,광진구,구의1동,구의제1동,구의동,1105060.0,1121585000,11215,19950301,1121510300,분할연계,Guui 1(il)-dong,
265,서울특별시,광진구,구의2동,구의제2동,구의동,1105061.0,1121586000,11215,19950301,1121510300,분할연계,Guui 2(i)-dong,
266,서울특별시,광진구,구의3동,구의제3동,구의동,1105062.0,1121587000,11215,19950301,1121510300,분할연계,Guui 3(sam)-dong,
278,서울특별시,동대문구,회기동,회기동,회기동,1106071.0,1123071000,11230,19880423,1123010800,,Hoegi-dong,
279,서울특별시,동대문구,휘경1동,휘경제1동,휘경동,1106072.0,1123072000,11230,19880423,1123010900,분할연계,Hwigyeong 1(il)-dong,
280,서울특별시,동대문구,휘경2동,휘경제2동,휘경동,1106073.0,1123073000,11230,19880423,1123010900,분할연계,Hwigyeong 2(i)-dong,
281,서울특별시,동대문구,이문1동,이문제1동,이문동,1106089.0,1123074000,11230,20090504,1123011000,분할연계,Imun 1(il)-dong,
282,서울특별시,동대문구,이문2동,이문제2동,이문동,1106090.0,1123075000,11230,20090504,1123011000,분할연계,Imun 2(i)-dong,
295,서울특별시,중랑구,묵2동,묵제2동,묵동,1107065.0,1126063000,11260,19880423,1126010400,분할연계,Muk 2(i)-dong,
296,서울특별시,중랑구,망우본동,망우본동,망우동,1107073.0,1126065500,11260,20080101,1126010500,분할연계,Mangubon-dong,
297,서울특별시,중랑구,망우3동,망우제3동,망우동,1107068.0,1126066000,11260,19880423,1126010500,분할연계,Mangu 3(sam)-dong,
298,서울특별시,중랑구,신내1동,신내1동,신내동,1107069.0,1126068000,11260,19960301,1126010600,분할연계,Sinnae 1(il)-dong,
299,서울특별시,중랑구,신내2동,신내2동,신내동,1107070.0,1126069000,11260,19960301,1126010600,분할연계,Sinnae 2(i)-dong,
347,서울특별시,성북구,월곡2동,월곡제2동,상월곡동,1108072.0,1129072500,11290,19890427,1129013700,,Wolgok 2(i)-dong,
348,서울특별시,성북구,장위1동,장위제1동,장위동,1108076.0,1129076000,11290,19880423,1129013800,분할연계,Jangwi 1(il)-dong,
349,서울특별시,성북구,장위2동,장위제2동,장위동,1108077.0,1129077000,11290,19880423,1129013800,분할연계,Jangwi 2(i)-dong,
350,서울특별시,성북구,장위3동,장위제3동,장위동,1108078.0,1129078000,11290,19880423,1129013800,분할연계,Jangwi 3(sam)-dong,
351,서울특별시,성북구,석관동,석관동,석관동,1108085.0,1129081000,11290,20071230,1129013900,,Seokgwan-dong,
362,서울특별시,강북구,수유2동,수유2동,수유동,1109064.0,1130562500,11305,19950301,1130510300,분할연계,Suyu 2(i)-dong,수유제2동을 폐지하고 수유2동을 신설(명칭변경)(190101)
363,서울특별시,강북구,수유3동,수유3동,수유동,1109065.0,1130563500,11305,19950301,1130510300,분할연계,Suyu 3(sam)-dong,수유제3동을 폐지하고 수유3동을 신설(명칭변경)(190101)
364,서울특별시,강북구,우이동,우이동,수유동,1109074.0,1130564500,11305,20080630,1130510300,분할연계,Ui-dong,
365,서울특별시,강북구,우이동,우이동,우이동,1109074.0,1130564500,11305,20080630,1130510400,,Ui-dong,
366,서울특별시,강북구,인수동,인수동,수유동,1109075.0,1130566000,11305,20080630,1130510300,분할연계,Insu-dong,
377,서울특별시,도봉구,쌍문3동,쌍문제3동,쌍문동,1110053.0,1132068000,11320,19880423,1132010500,분할연계,Ssangmun 3(sam)-dong,
378,서울특별시,도봉구,쌍문4동,쌍문제4동,쌍문동,1110054.0,1132068100,11320,19910907,1132010500,분할연계,Ssangmun 4(sa)-dong,
379,서울특별시,도봉구,방학1동,방학제1동,방학동,1110055.0,1132069000,11320,19880423,1132010600,분할연계,Banghak 1(il)-dong,
380,서울특별시,도봉구,방학2동,방학제2동,방학동,1110056.0,1132070000,11320,19880423,1132010600,분할연계,Banghak 2(i)-dong,
381,서울특별시,도봉구,방학3동,방학제3동,방학동,1110057.0,1132071000,11320,19880701,1132010600,분할연계,Banghak 3(sam)-dong,
397,서울특별시,노원구,상계5동,상계5동,상계동,1111069.0,1135067000,11350,19880423,1135010500,분할연계,Sanggye 5(o)-dong,
398,서울특별시,노원구,상계6·7동,상계6·7동,상계동,1111077.0,1135069500,11350,20080101,1135010500,분할연계,Sanggye 6·7(yuk·chil)-dong,
399,서울특별시,노원구,상계8동,상계8동,상계동,1111072.0,1135070000,11350,19890601,1135010500,분할연계,Sanggye 8(pal)-dong,
400,서울특별시,노원구,상계9동,상계9동,상계동,1111073.0,1135071000,11350,19890901,1135010500,분할연계,Sanggye 9(gu)-dong,
401,서울특별시,노원구,상계10동,상계10동,상계동,1111074.0,1135072000,11350,19890901,1135010500,분할연계,Sanggye 10(sip)-dong,
414,서울특별시,은평구,신사1동,신사제1동,신사동,1112065.0,1138063100,11380,19890901,1138010900,분할연계,Sinsa 1(il)-dong,
415,서울특별시,은평구,신사2동,신사제2동,신사동,1112066.0,1138063200,11380,19890901,1138010900,분할연계,Sinsa 2(i)-dong,
416,서울특별시,은평구,증산동,증산동,증산동,1112067.0,1138064000,11380,19880423,1138011000,,Jeungsan-dong,
417,서울특별시,은평구,수색동,수색동,수색동,1112068.0,1138065000,11380,19880423,1138010100,,Susaek-dong,
418,서울특별시,은평구,진관동,진관동,진관동,1112071.0,1138069000,11380,20070813,1138011400,,Jingwan-dong,
441,서울특별시,서대문구,홍은2동,홍은제2동,홍은동,1113068.0,1141068500,11410,20080506,1141011800,분할연계,Hongeun 2(i)-dong,
442,서울특별시,서대문구,남가좌1동,남가좌제1동,남가좌동,1113069.0,1141069000,11410,19880423,1141012000,분할연계,Namgajwa 1(il)-dong,
443,서울특별시,서대문구,남가좌2동,남가좌제2동,남가좌동,1113070.0,1141070000,11410,19880423,1141012000,분할연계,Namgajwa 2(i)-dong,
444,서울특별시,서대문구,북가좌1동,북가좌제1동,북가좌동,1113071.0,1141071000,11410,19880423,1141011900,분할연계,Bukgajwa 1(il)-dong,
445,서울특별시,서대문구,북가좌2동,북가좌제2동,북가좌동,1113072.0,1141072000,11410,19880423,1141011900,분할연계,Bukgajwa 2(i)-dong,
483,서울특별시,마포구,연남동,연남동,연남동,1114071.0,1144071000,11440,19880423,1144012400,,Yeonnam-dong,
484,서울특별시,마포구,성산1동,성산제1동,성산동,1114072.0,1144072000,11440,19880423,1144012500,분할연계,Seongsan 1(il)-dong,
485,서울특별시,마포구,성산2동,성산제2동,성산동,1114073.0,1144073000,11440,19880423,1144012500,분할연계,Seongsan 2(i)-dong,
486,서울특별시,마포구,성산2동,성산제2동,중동,1114073.0,1144073000,11440,19880423,1144012600,,Seongsan 2(i)-dong,
487,서울특별시,마포구,상암동,상암동,상암동,1114074.0,1144074000,11440,19880423,1144012700,,Sangam-dong,
502,서울특별시,양천구,신정2동,신정2동,신정동,1115065.0,1147063000,11470,19880423,1147010100,분할연계,Sinjeong 2(i)-dong,
503,서울특별시,양천구,신정3동,신정3동,신정동,1115066.0,1147064000,11470,19880423,1147010100,분할연계,Sinjeong 3(sam)-dong,
504,서울특별시,양천구,신정4동,신정4동,신정동,1115072.0,1147065000,11470,19880423,1147010100,분할연계,Sinjeong 4(sa)-dong,
505,서울특별시,양천구,신정6동,신정6동,신정동,1115069.0,1147067000,11470,19880701,1147010100,분할연계,Sinjeong 6(yuk)-dong,
506,서울특별시,양천구,신정7동,신정7동,신정동,1115070.0,1147068000,11470,19890901,1147010100,분할연계,Sinjeong 7(chil)-dong,
536,서울특별시,강서구,방화1동,방화제1동,공항동,1116070.0,1150063000,11500,20140514,1150010800,분할연계,Banghwa 1(il)-dong,
537,서울특별시,강서구,방화1동,방화제1동,방화동,1116070.0,1150063000,11500,20140514,1150010900,분할연계,Banghwa 1(il)-dong,
538,서울특별시,강서구,방화2동,방화제2동,방화동,1116071.0,1150064000,11500,19880423,1150010900,분할연계,Banghwa 2(i)-dong,
539,서울특별시,강서구,방화2동,방화제2동,개화동,1116071.0,1150064000,11500,19880423,1150011000,,Banghwa 2(i)-dong,
540,서울특별시,강서구,방화3동,방화제3동,방화동,1116072.0,1150064100,11500,19941101,1150010900,분할연계,Banghwa 3(sam)-dong,
555,서울특별시,구로구,오류2동,오류제2동,오류동,1117073.0,1153078000,11530,19880423,1153010800,분할연계,Oryu 2(i)-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동(200101)
556,서울특별시,구로구,오류2동,오류제2동,천왕동,1117073.0,1153078000,11530,19880423,1153011100,,Oryu 2(i)-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동(200101)
557,서울특별시,구로구,항동,항동,항동,1117074.0,1153080000,11530,20200101,1153011200,,Hang-dong,오류2동 중 법정동 항동구역이 행정동 항동으로 분동신설(200101)
558,서울특별시,구로구,수궁동,수궁동,궁동,1117069.0,1153079000,11530,19880701,1153010900,,Sugung-dong,
559,서울특별시,구로구,수궁동,수궁동,온수동,1117069.0,1153079000,11530,19880701,1153011000,,Sugung-dong,
566,서울특별시,금천구,시흥1동,시흥제1동,시흥동,1118057.0,1154567000,11545,19950301,1154510300,분할연계,Siheung 1(il)-dong,
567,서울특별시,금천구,시흥2동,시흥제2동,시흥동,1118058.0,1154568000,11545,19950301,1154510300,분할연계,Siheung 2(i)-dong,
568,서울특별시,금천구,시흥3동,시흥제3동,시흥동,1118059.0,1154569000,11545,19950301,1154510300,분할연계,Siheung 3(sam)-dong,
569,서울특별시,금천구,시흥4동,시흥제4동,시흥동,1118060.0,1154570000,11545,19950301,1154510300,분할연계,Siheung 4(sa)-dong,
570,서울특별시,금천구,시흥5동,시흥제5동,시흥동,1118061.0,1154571000,11545,19950301,1154510300,분할연계,Siheung 5(o)-dong,
612,서울특별시,영등포구,신길6동,신길제6동,신길동,1119068.0,1156068000,11560,19880423,1156013200,분할연계,Singil 6(yuk)-dong,
613,서울특별시,영등포구,신길7동,신길제7동,신길동,1119069.0,1156069000,11560,19880423,1156013200,분할연계,Singil 7(chil)-dong,
614,서울특별시,영등포구,대림1동,대림제1동,대림동,1119070.0,1156070000,11560,19880423,1156013300,분할연계,Daerim 1(il)-dong,
615,서울특별시,영등포구,대림2동,대림제2동,대림동,1119071.0,1156071000,11560,19880423,1156013300,분할연계,Daerim 2(i)-dong,
616,서울특별시,영등포구,대림3동,대림제3동,대림동,1119072.0,1156072000,11560,19880423,1156013300,분할연계,Daerim 3(sam)-dong,
631,서울특별시,동작구,사당4동,사당제4동,사당동,1120066.0,1159065000,11590,19880423,1159010700,분할연계,Sadang 4(sa)-dong,
632,서울특별시,동작구,사당5동,사당제5동,사당동,1120067.0,1159065100,11590,19920701,1159010700,분할연계,Sadang 5(o)-dong,
633,서울특별시,동작구,대방동,대방동,대방동,1120068.0,1159066000,11590,19880423,1159010800,,Daebang-dong,
634,서울특별시,동작구,신대방1동,신대방제1동,신대방동,1120069.0,1159067000,11590,19880423,1159010900,분할연계,Sindaebang 1(il)-dong,
635,서울특별시,동작구,신대방2동,신대방제2동,신대방동,1120070.0,1159068000,11590,19880423,1159010900,분할연계,Sindaebang 2(i)-dong,
653,서울특별시,관악구,조원동,조원동,신림동,1121072.0,1162072500,11620,20080901,1162010200,분할연계,Jowon-dong,
654,서울특별시,관악구,대학동,대학동,신림동,1121073.0,1162073500,11620,20080901,1162010200,분할연계,Daehak-dong,
655,서울특별시,관악구,삼성동,삼성동,신림동,1121082.0,1162074500,11620,20080901,1162010200,분할연계,Samseong-dong,
656,서울특별시,관악구,미성동,미성동,신림동,1121083.0,1162076500,11620,20080901,1162010200,분할연계,Miseong-dong,
657,서울특별시,관악구,난곡동,난곡동,신림동,1121081.0,1162077500,11620,20080901,1162010200,분할연계,Nangok-dong,
677,서울특별시,서초구,양재2동,양재2동,양재동,1122067.0,1165065200,11650,19920701,1165010200,분할연계,Yangjae 2(i)-dong,
678,서울특별시,서초구,양재2동,양재2동,원지동,1122067.0,1165065200,11650,19920701,1165010400,,Yangjae 2(i)-dong,
679,서울특별시,서초구,내곡동,내곡동,내곡동,1122068.0,1165066000,11650,19880423,1165010900,,Naegok-dong,
680,서울특별시,서초구,내곡동,내곡동,염곡동,1122068.0,1165066000,11650,19880423,1165011000,,Naegok-dong,
681,서울특별시,서초구,내곡동,내곡동,신원동,1122068.0,1165066000,11650,19880423,1165011100,,Naegok-dong,
709,서울특별시,강남구,일원1동,일원1동,수서동,1123073.0,1168073000,11680,19921001,1168011500,분할연계,Irwon 1(il)-dong,
710,서울특별시,강남구,일원2동,일원2동,개포동,1123074.0,1168074000,11680,19921001,1168010300,분할연계,Irwon 2(i)-dong,
711,서울특별시,강남구,일원2동,일원2동,대치동,1123074.0,1168074000,11680,19921001,1168010600,분할연계,Irwon 2(i)-dong,
712,서울특별시,강남구,일원2동,일원2동,일원동,1123074.0,1168074000,11680,19921001,1168011400,분할연계,Irwon 2(i)-dong,
713,서울특별시,강남구,수서동,수서동,수서동,1123075.0,1168075000,11680,19921001,1168011500,분할연계,Suseo-dong,
740,서울특별시,송파구,잠실2동,잠실2동,잠실동,1124079.0,1171067000,11710,19880423,1171010100,분할연계,Jamsil 2(i)-dong,
741,서울특별시,송파구,잠실3동,잠실3동,잠실동,1124080.0,1171068000,11710,19880423,1171010100,분할연계,Jamsil 3(sam)-dong,
742,서울특별시,송파구,잠실4동,잠실4동,신천동,1124075.0,1171069000,11710,19880423,1171010200,분할연계,Jamsil 4(sa)-dong,
743,서울특별시,송파구,잠실6동,잠실6동,신천동,1124077.0,1171071000,11710,19880423,1171010200,분할연계,Jamsil 6(yuk)-dong,
744,서울특별시,송파구,잠실7동,잠실7동,잠실동,1124078.0,1171072000,11710,19890901,1171010100,분할연계,Jamsil 7(chil)-dong,
760,서울특별시,강동구,성내2동,성내제2동,성내동,1125066.0,1174065000,11740,19880423,1174010800,분할연계,Seongnae 2(i)-dong,
761,서울특별시,강동구,성내3동,성내제3동,성내동,1125067.0,1174066000,11740,19880423,1174010800,분할연계,Seongnae 3(sam)-dong,
762,서울특별시,강동구,길동,길동,길동,1125074.0,1174068500,11740,20080707,1174010500,,Gil-dong,
763,서울특별시,강동구,둔촌1동,둔촌제1동,둔촌동,1125070.0,1174069000,11740,19880423,1174010600,분할연계,Dunchon 1(il)-dong,
764,서울특별시,강동구,둔촌2동,둔촌제2동,둔촌동,1125071.0,1174070000,11740,19880423,1174010600,분할연계,Dunchon 2(i)-dong,
765,부산광역시,부산광역시,부산광역시,부산광역시,부산광역시,21.0,2600000000,26000,19950101,2600000000,,Busan,
804,부산광역시,중구,남포동,남포동,남포동5가,2101058.0,2611058000,26110,19950101,2611014000,,Nampo-dong,
805,부산광역시,중구,남포동,남포동,남포동6가,2101058.0,2611058000,26110,19950101,2611014100,,Nampo-dong,
806,부산광역시,중구,영주1동,영주제1동,영주동,2101059.0,2611059000,26110,19950101,2611010100,분할연계,Yeongju 1(il)-dong,
807,부산광역시,중구,영주1동,영주제1동,대창동2가,2101059.0,2611059000,26110,19950101,2611010300,,Yeongju 1(il)-dong,
808,부산광역시,중구,영주2동,영주제2동,영주동,2101060.0,2611060000,26110,19950101,2611010100,분할연계,Yeongju 2(i)-dong,
831,부산광역시,서구,충무동,충무동,충무동2가,2102064.0,2614064000,26140,19981001,2614012100,,Chungmu-dong,
832,부산광역시,서구,충무동,충무동,충무동3가,2102064.0,2614064000,26140,19981001,2614012200,,Chungmu-dong,
833,부산광역시,서구,남부민1동,남부민제1동,남부민동,2102065.0,2614065000,26140,19950101,2614012300,분할연계,Nambumin 1(il)-dong,
834,부산광역시,서구,남부민2동,남부민제2동,남부민동,2102069.0,2614066000,26140,19950101,2614012300,분할연계,Nambumin 2(i)-dong,
835,부산광역시,서구,암남동,암남동,암남동,2102068.0,2614068000,26140,19950101,2614012400,,Amnam-dong,
846,부산광역시,동구,좌천동,좌천동,범일동,2103070.0,2617064500,26170,20150701,2617010400,분할연계,Jwacheon-dong,
847,부산광역시,동구,범일1동,범일제1동,범일동,2103071.0,2617065000,26170,19950101,2617010400,분할연계,Beomil 1(il)-dong,
848,부산광역시,동구,범일2동,범일제2동,범일동,2103066.0,2617066000,26170,19950101,2617010400,분할연계,Beomil 2(i)-dong,
849,부산광역시,동구,범일5동,범일제5동,좌천동,2103068.0,2617068000,26170,19980917,2617010300,분할연계,Beomil 5(o)-dong,
850,부산광역시,동구,범일5동,범일제5동,범일동,2103068.0,2617068000,26170,19980917,2617010400,분할연계,Beomil 5(o)-dong,
874,부산광역시,영도구,청학1동,청학제1동,청학동,2104063.0,2620063000,26200,19950101,2620012000,분할연계,Cheonghak 1(il)-dong,
875,부산광역시,영도구,청학2동,청학제2동,청학동,2104064.0,2620064000,26200,19950101,2620012000,분할연계,Cheonghak 2(i)-dong,
876,부산광역시,영도구,동삼1동,동삼제1동,동삼동,2104065.0,2620065000,26200,19950101,2620012100,분할연계,Dongsam 1(il)-dong,
877,부산광역시,영도구,동삼2동,동삼제2동,동삼동,2104066.0,2620066000,26200,19950101,2620012100,분할연계,Dongsam 2(i)-dong,
878,부산광역시,영도구,동삼3동,동삼제3동,동삼동,2104067.0,2620067000,26200,19950101,2620012100,분할연계,Dongsam 3(sam)-dong,
899,부산광역시,부산진구,개금1동,개금제1동,개금동,2105074.0,2623074000,26230,19950101,2623011100,분할연계,Gaegeum 1(il)-dong,
900,부산광역시,부산진구,개금2동,개금제2동,개금동,2105075.0,2623075000,26230,19950101,2623011100,분할연계,Gaegeum 2(i)-dong,
901,부산광역시,부산진구,개금3동,개금제3동,개금동,2105076.0,2623076000,26230,19950101,2623011100,분할연계,Gaegeum 3(sam)-dong,
902,부산광역시,부산진구,범천1동,범천제1동,범천동,2105077.0,2623077000,26230,19950101,2623010400,분할연계,Beomcheon 1(il)-dong,
903,부산광역시,부산진구,범천2동,범천제2동,범천동,2105084.0,2623078000,26230,19950101,2623010400,분할연계,Beomcheon 2(i)-dong,
915,부산광역시,동래구,사직3동,사직제3동,사직동,2106060.0,2626060000,26260,19950101,2626010900,분할연계,Sajik 3(sam)-dong,
916,부산광역시,동래구,안락1동,안락제1동,안락동,2106061.0,2626074000,26260,19950101,2626010200,분할연계,Allak 1(il)-dong,
917,부산광역시,동래구,안락2동,안락제2동,안락동,2106062.0,2626075000,26260,19950101,2626010200,분할연계,Allak 2(i)-dong,
918,부산광역시,동래구,명장1동,명장제1동,명장동,2106063.0,2626076100,26260,19950101,2626010100,분할연계,Myeongjang 1(il)-dong,
919,부산광역시,동래구,명장2동,명장제2동,명장동,2106064.0,2626076200,26260,19950101,2626010100,분할연계,Myeongjang 2(i)-dong,
933,부산광역시,남구,우암동,우암동,우암동,2107071.0,2629064500,26290,20130701,2629011000,,Uam-dong,
934,부산광역시,남구,문현1동,문현제1동,문현동,2107066.0,2629068000,26290,19950101,2629010900,분할연계,Munhyeon 1(il)-dong,
935,부산광역시,남구,문현2동,문현제2동,문현동,2107067.0,2629069000,26290,19950101,2629010900,분할연계,Munhyeon 2(i)-dong,
936,부산광역시,남구,문현3동,문현제3동,문현동,2107068.0,2629070000,26290,19950101,2629010900,분할연계,Munhyeon 3(sam)-dong,
937,부산광역시,남구,문현4동,문현제4동,문현동,2107069.0,2629071000,26290,19950101,2629010900,분할연계,Munhyeon 4(sa)-dong,
947,부산광역시,북구,덕천2동,덕천제2동,덕천동,2108057.0,2632056000,26320,19950101,2632010400,분할연계,Deokcheon 2(i)-dong,
948,부산광역시,북구,덕천3동,덕천제3동,덕천동,2108058.0,2632056100,26320,19950101,2632010400,분할연계,Deokcheon 3(sam)-dong,
949,부산광역시,북구,만덕1동,만덕제1동,만덕동,2108059.0,2632057100,26320,19950101,2632010300,분할연계,Mandeok 1(il)-dong,
950,부산광역시,북구,만덕2동,만덕제2동,만덕동,2108060.0,2632057200,26320,19950101,2632010300,분할연계,Mandeok 2(i)-dong,
951,부산광역시,북구,만덕3동,만덕제3동,만덕동,2108061.0,2632057300,26320,19950101,2632010300,분할연계,Mandeok 3(sam)-dong,
967,부산광역시,해운대구,반송1동,반송제1동,반송동,2109072.0,2635061000,26350,19950101,2635010100,분할연계,Bansong 1(il)-dong,
968,부산광역시,해운대구,반송1동,반송제1동,석대동,2109072.0,2635061000,26350,19950101,2635010200,,Bansong 1(il)-dong,
969,부산광역시,해운대구,반송2동,반송제2동,반송동,2109062.0,2635062000,26350,19950101,2635010100,분할연계,Bansong 2(i)-dong,
970,부산광역시,해운대구,재송1동,재송제1동,재송동,2109064.0,2635065000,26350,19950101,2635010400,분할연계,Jaesong 1(il)-dong,
971,부산광역시,해운대구,재송2동,재송제2동,재송동,2109065.0,2635066000,26350,19950101,2635010400,분할연계,Jaesong 2(i)-dong,
984,부산광역시,사하구,다대1동,다대제1동,다대동,2110062.0,2638060100,26380,19950101,2638010600,분할연계,Dadae 1(il)-dong,
985,부산광역시,사하구,다대2동,다대제2동,다대동,2110063.0,2638060200,26380,19950101,2638010600,분할연계,Dadae 2(i)-dong,
986,부산광역시,사하구,구평동,구평동,구평동,2110064.0,2638061000,26380,19950101,2638010700,,Gupyeong-dong,
987,부산광역시,사하구,감천1동,감천제1동,감천동,2110065.0,2638062000,26380,19950101,2638010800,분할연계,Gamcheon 1(il)-dong,
988,부산광역시,사하구,감천2동,감천제2동,감천동,2110066.0,2638063000,26380,19950101,2638010800,분할연계,Gamcheon 2(i)-dong,
1005,부산광역시,금정구,청룡노포동,청룡노포동,청룡동,2111067.0,2641066500,26410,19991001,2641010300,,Cheongnyongnopo-dong,
1006,부산광역시,금정구,남산동,남산동,남산동,2111068.0,2641067000,26410,19950101,2641010400,,Namsan-dong,
1007,부산광역시,금정구,구서1동,구서제1동,구서동,2111069.0,2641068000,26410,19950101,2641010700,분할연계,Guseo 1(il)-dong,
1008,부산광역시,금정구,구서2동,구서제2동,구서동,2111070.0,2641069000,26410,19950101,2641010700,분할연계,Guseo 2(i)-dong,
1009,부산광역시,금정구,금성동,금성동,금성동,2111071.0,2641070000,26410,19950101,2641011300,,Geumseong-dong,
1029,부산광역시,강서구,가덕도동,가덕도동,동선동,2112058.0,2644058000,26440,20150130,2644011800,,Gadeokdo-dong,
1030,부산광역시,강서구,가덕도동,가덕도동,성북동,2112058.0,2644058000,26440,20150130,2644011900,,Gadeokdo-dong,
1031,부산광역시,강서구,가덕도동,가덕도동,눌차동,2112058.0,2644058000,26440,20150130,2644012000,,Gadeokdo-dong,
1032,부산광역시,강서구,가덕도동,가덕도동,천성동,2112058.0,2644058000,26440,20150130,2644012100,,Gadeokdo-dong,
1033,부산광역시,강서구,가덕도동,가덕도동,대항동,2112058.0,2644058000,26440,20150130,2644012200,,Gadeokdo-dong,
1042,부산광역시,연제구,연산4동,연산제4동,연산동,2113058.0,2647068000,26470,19950301,2647010200,분할연계,Yeonsan 4(sa)-dong,
1043,부산광역시,연제구,연산5동,연산제5동,연산동,2113059.0,2647069000,26470,19950301,2647010200,분할연계,Yeonsan 5(o)-dong,
1044,부산광역시,연제구,연산6동,연산제6동,연산동,2113060.0,2647070000,26470,19950301,2647010200,분할연계,Yeonsan 6(yuk)-dong,
1045,부산광역시,연제구,연산8동,연산제8동,연산동,2113062.0,2647072000,26470,19950301,2647010200,분할연계,Yeonsan 8(pal)-dong,
1046,부산광역시,연제구,연산9동,연산제9동,연산동,2113063.0,2647073000,26470,19950301,2647010200,분할연계,Yeonsan 9(gu)-dong,
1053,부산광역시,수영구,광안1동,광안제1동,광안동,2114056.0,2650076000,26500,19950301,2650010400,분할연계,Gwangan 1(il)-dong,
1054,부산광역시,수영구,광안2동,광안제2동,광안동,2114057.0,2650077000,26500,19950301,2650010400,분할연계,Gwangan 2(i)-dong,
1055,부산광역시,수영구,광안3동,광안제3동,광안동,2114058.0,2650078000,26500,19950301,2650010400,분할연계,Gwangan 3(sam)-dong,
1056,부산광역시,수영구,광안4동,광안제4동,광안동,2114059.0,2650079000,26500,19950301,2650010400,분할연계,Gwangan 4(sa)-dong,
1057,부산광역시,수영구,민락동,민락동,민락동,2114060.0,2650080000,26500,19950301,2650010300,,Millak-dong,
1066,부산광역시,사상구,주례1동,주례제1동,주례동,2115060.0,2653065000,26530,19950301,2653010600,분할연계,Jurye 1(il)-dong,
1067,부산광역시,사상구,주례2동,주례제2동,주례동,2115061.0,2653066000,26530,19950301,2653010600,분할연계,Jurye 2(i)-dong,
1068,부산광역시,사상구,주례3동,주례제3동,주례동,2115062.0,2653066100,26530,19950301,2653010600,분할연계,Jurye 3(sam)-dong,
1069,부산광역시,사상구,학장동,학장동,학장동,2115063.0,2653067000,26530,19950301,2653010700,,Hakjang-dong,
1070,부산광역시,사상구,엄궁동,엄궁동,엄궁동,2115064.0,2653068000,26530,19950301,2653010800,,Eomgung-dong,
